acronym,color_hex_triplet,graph_order,id,name,parent_structure_id,ontology_prefix
LOAdc,#715398,1750,DHBA:266441443,darkly-stained cell islands of lateral olfactory area,DHBA:146034694,DHBA
Pir,#AA9DC6,1751,DHBA:10311,piriform cortex,DHBA:10306,DHBA
Pir1,#E6E6EC,1752,DHBA:11335,layer I of piriform cortex,DHBA:10311,DHBA
Pir2,#806BAA,1753,DHBA:11336,layer II of piriform cortex,DHBA:10311,DHBA
Pir3,#9988BB,1754,DHBA:11337,layer III of piriform cortex,DHBA:10311,DHBA
PEA,#8A7AB1,1755,DHBA:10312,piriform-entorhinal-amygdaloid area,DHBA:10306,DHBA
PEA1,#E6E6EC,1756,DHBA:11338,layer I of piriform-entorhinal-amygdaloid area,DHBA:10312,DHBA
PEA2,#725398,1757,DHBA:11339,layer II of piriform-entorhinal-amygdaloid area,DHBA:10312,DHBA
PEA3,#806BAA,1758,DHBA:11340,layer III of piriform-entorhinal-amygdaloid area,DHBA:10312,DHBA
CN,#D7E9C3,1759,DHBA:10331,cerebral nuclei,DHBA:10158,DHBA
AMY,#C9E2B1,1760,DHBA:10361,amygdaloid complex,DHBA:10331,DHBA
AAA,#C0DD9D,1761,DHBA:10362,anterior amygdaloid area,DHBA:10361,DHBA
AAAd,#9CCC66,1762,DHBA:146034710,dorsal part of AAA,DHBA:10362,DHBA
AAAv,#92C851,1763,DHBA:146034714,ventral part of AAA,DHBA:10362,DHBA
CEN,#AFD58A,1764,DHBA:10363,central nuclear group,DHBA:10361,DHBA
CEm,#AFD58A,1765,DHBA:10364,medial subdivision of central nucleus,DHBA:10363,DHBA
CEmd,#AFD58A,1766,DHBA:11501,dorsal part of CEm,DHBA:10364,DHBA
CEmv,#AFD58A,1767,DHBA:11502,ventral part of CEm,DHBA:10364,DHBA
CEl,#AFD58A,1768,DHBA:10365,lateral subdivision of central nucleus,DHBA:10363,DHBA
CElap,#AFD58A,1769,DHBA:11503,apical part of CEl,DHBA:10365,DHBA
CElca,#AFD58A,1770,DHBA:11504,capsular part of CEl,DHBA:10365,DHBA
CElpc,#AFD58A,1771,DHBA:11505,paracapsular part of CEl,DHBA:10365,DHBA
CElcn,#AFD58A,1772,DHBA:11506,central part of CEl,DHBA:10365,DHBA
CMN,#A6D17A,1773,DHBA:10372,corticomedial nuclear group,DHBA:10361,DHBA
Co,#9CCC66,1774,DHBA:10373,cortical amygdaloid nuclei,DHBA:10372,DHBA
CoA,#89BA46,1775,DHBA:10374,anterior cortical nucleus,DHBA:10373,DHBA
CoAd,#92C851,1776,DHBA:11528,dorsal subdivision of CoA,DHBA:10374,DHBA
CoAv,#89BA46,1777,DHBA:11529,ventral subdivision of CoA,DHBA:10374,DHBA
CoA-m,#D7E9C3,1778,DHBA:13025,marginal layer of anterior cortical nucleus,DHBA:10374,DHBA
CoP,#92C851,1779,DHBA:10375,posterior cortical nucleus,DHBA:10373,DHBA
CoPd,#9CCC66,1780,DHBA:146034718,dorsal subdivision of CoP,DHBA:10375,DHBA
CoPv,#92C851,1781,DHBA:146034722,venrtral subdivision of CoP,DHBA:10375,DHBA
CoP-m,#D7E9C3,1782,DHBA:13026,marginal layer of posterior cortical nucleus,DHBA:10375,DHBA
Me,#9CCC66,1783,DHBA:10376,medial nucleus,DHBA:10372,DHBA
MeR,#9CCC66,1784,DHBA:11530,rostral subdivision of medial nucleus,DHBA:10376,DHBA
MeC,#9CCC66,1785,DHBA:11531,caudal subdivision of medial nucleus,DHBA:10376,DHBA
MeCd,#9CCC66,1786,DHBA:11532,dorsal part of caudal medial nucleus,DHBA:11531,DHBA
MeCv,#92C851,1787,DHBA:11533,ventral part of caudal medial nucleus,DHBA:11531,DHBA
Me-m,#D7E9C3,1788,DHBA:13027,marginal layer of medial amygdaloid nucleus,DHBA:10376,DHBA
AHA,#89BA46,1789,DHBA:10377,amygdalohippocampal area,DHBA:10372,DHBA
AHAmc,#72983F,1790,DHBA:146034726,magnocellular part of amygdalohippocampal area,DHBA:10377,DHBA
AHApc,#82B146,1791,DHBA:146034730,parvocellular part of amygdalohippocampal area,DHBA:10377,DHBA
AHA-m,#D7E9C3,1792,DHBA:13028,marginal layer of amygdalohippocampal area,DHBA:10377,DHBA
BLN,#A6D17A,1793,DHBA:10366,basolateral nuclear group,DHBA:10361,DHBA
La,#A6D17A,1794,DHBA:10367,lateral nucleus,DHBA:10366,DHBA
LaD,#92C851,1795,DHBA:11507,dorsal division of lateral nucleus,DHBA:10367,DHBA
LaDr,#92C851,1796,DHBA:11508,dorsal rostral subdivision of lateral nucleus,DHBA:11507,DHBA
LaDl,#92C851,1797,DHBA:11509,dorsal lateral subdivision of lateral nucleus,DHBA:11507,DHBA
LaCom,#92C851,1798,DHBA:11510,comb-like part of LaDl,DHBA:11509,DHBA
LaDm,#92C851,1799,DHBA:11511,dorsal medial subdivision of lateral nucleus,DHBA:11507,DHBA
LaI,#A6D17A,1800,DHBA:11512,intermediate division of lateral nucleus,DHBA:10367,DHBA
LaV,#89BA46,1801,DHBA:11513,ventral division of lateral nucleus,DHBA:10367,DHBA
LaVl,#89BA46,1802,DHBA:11514,ventral lateral subdivision of lateral nucleus,DHBA:11513,DHBA
LaVm,#89BA46,1803,DHBA:11515,ventral medial subdivision of lateral nucleus,DHBA:11513,DHBA
LaVglo,#82B146,1804,DHBA:146034734,glomerular subdivision of lateral nucleus,DHBA:11513,DHBA
BL,#89BA46,1805,DHBA:10368,basolateral nucleus (basal nucleus),DHBA:10366,DHBA
BLD,#779E3F,1806,DHBA:11516,dorsal (magnocellular) division of basolateral nucleus,DHBA:10368,DHBA
BLDl,#779E3F,1807,DHBA:11517,dorsal lateral subdivision of basolateral nucleus,DHBA:11516,DHBA
BLI,#7EA541,1808,DHBA:11518,intermediate division of basolateral nucleus,DHBA:10368,DHBA
BLV,#82B146,1809,DHBA:11519,ventral (parvicellular) division of basolateral nucleus,DHBA:10368,DHBA
BLVl,#82B146,1810,DHBA:11520,ventral lateral subdivision of basolateral nucleus,DHBA:11519,DHBA
BLVm,#82B146,1811,DHBA:11521,ventral medial subdivision of basolateral nucleus,DHBA:11519,DHBA
BM,#9CCC66,1812,DHBA:10369,basomedial nucleus (accessory basal nucleus),DHBA:10366,DHBA
BMD,#7EA541,1813,DHBA:11522,dorsal division of basomedial nucleus,DHBA:10369,DHBA
BMDl,#7EA541,1814,DHBA:11523,dorsolateral subdivision of basomedial nucleus,DHBA:11522,DHBA
BMDm,#7EA541,1815,DHBA:11524,dorsomedial (magnocellular) subdivsion of basomedial nucleus,DHBA:11522,DHBA
BMV,#89BA46,1816,DHBA:11525,ventral division of basomedial nucleus,DHBA:10369,DHBA
BMVl,#89BA46,1817,DHBA:11526,ventrolateral (parvocellular) subdivsion of basomedial nucleus,DHBA:11525,DHBA
BMVm,#89BA46,1818,DHBA:11527,ventromedial  subdivsion of basomedial nucleus,DHBA:11525,DHBA
BMm,#82B146,1819,DHBA:266441447,medial division of basomedial nucleus,DHBA:10369,DHBA
BV,#9CCC66,1820,DHBA:266441451,basoventral nucleus,DHBA:10366,DHBA
PL,#92C851,1821,DHBA:10370,paralaminar nucleus,DHBA:10366,DHBA
PLglo,#89BA46,1822,DHBA:146034738,glomerular part of paralaminar nucleus,DHBA:10370,DHBA
En,#9CCC66,1823,DHBA:10371,endopiriform nucleus,DHBA:10361,DHBA
INA,#72983F,1824,DHBA:10378,Intercalated nucleus of amygdala,DHBA:10361,DHBA
IMG,#89BA46,1825,DHBA:266441457,intramedullary gray of the amygdala,DHBA:10361,DHBA
ATA,#EBBE97,1826,DHBA:10379,amygdaloid transition areas,DHBA:10331,DHBA
AHTA,#E7B080,1827,DHBA:10380,amygdalohippocampal transition area,DHBA:10379,DHBA
AHTA-m,#F4D6BE,1828,DHBA:13035,marginal layer of AHTA,DHBA:10380,DHBA
ASTA,#E3A675,1829,DHBA:10381,amygdalostriatal transition area,DHBA:10379,DHBA
ACTA,#E39E67,1830,DHBA:10382,amygdalocortical (corticoamygdaloid) transition area,DHBA:10379,DHBA
ACTA-m,#F4D6BE,1831,DHBA:13036,marginal layer of ACTA,DHBA:10382,DHBA
SA,#E7B080,1832,DHBA:13330,supra-amygdaloid area,DHBA:10379,DHBA
EXA,#C7E4CA,1833,DHBA:10383,extended amygdala,DHBA:10331,DHBA
BNST,#A9D7AE,1834,DHBA:10384,bed nucleus of stria terminalis,DHBA:10383,DHBA
BNSTm,#8FCC94,1835,DHBA:10385,medial subdivision of BNST,DHBA:10384,DHBA
BSTmr,#8FCC94,1836,DHBA:11555,rostral subdivision of BNSTm,DHBA:10385,DHBA
BSTmc,#8FCC94,1837,DHBA:11556,caudal subdivision of BNSTm,DHBA:10385,DHBA
BSTmcl,#8FCC94,1838,DHBA:11557,lateral subdivision of BNSTmc,DHBA:11556,DHBA
BSTmm,#8FCC94,1839,DHBA:11559,medial subdivision of BNSTmc,DHBA:11556,DHBA
BSTmv,#80C689,1840,DHBA:266441461,ventral subdivision of BNSTm,DHBA:10385,DHBA
BNSTl,#80C689,1841,DHBA:10386,lateral subdivision of BNST,DHBA:10384,DHBA
BSTlj,#80C689,1842,DHBA:11561,juxtacapsular subdivision of BNSTl,DHBA:10386,DHBA
BSTld,#80C689,1843,DHBA:11562,dorsal subdivision of BNSTl,DHBA:10386,DHBA
BSTlv,#80C689,1844,DHBA:11563,ventral subdivision of BNSTl,DHBA:10386,DHBA
BSTlcn,#8FCC94,1845,DHBA:266441465,central subdivision of BNSTl,DHBA:10386,DHBA
BSTlcn-s,#8FCC94,1846,DHBA:266441469,shell of central subdivision of BNSTl,DHBA:266441465,DHBA
BSTlc,#80C689,1847,DHBA:11564,caudal subdivision of BNSTl,DHBA:10386,DHBA
BSTlcm,#8FCC94,1848,DHBA:266441473,medial subdivision of BNSTlc,DHBA:11564,DHBA
BSTlcd,#8FCC94,1849,DHBA:266441477,dorsal subdivision of BNSTlc,DHBA:11564,DHBA
BSTlcv,#8FCC94,1850,DHBA:266441481,ventral subdivision of BNSTlc,DHBA:11564,DHBA
BNSTsc,#78B480,1851,DHBA:11565,supracapsular division of BNST,DHBA:10384,DHBA
BSTscl,#78B480,1852,DHBA:11566,lateral column of BNSTsc,DHBA:11565,DHBA
BSTscm,#78B480,1853,DHBA:11567,medial column of BNSTsc,DHBA:11565,DHBA
BNSTin,#65956A,1854,DHBA:11568,intercalated nuclei of BNST,DHBA:10384,DHBA
SLEA,#9AD0A0,1855,DHBA:10387,sublenticular extended amygdala,DHBA:10383,DHBA
SLEAm,#8FCC94,1856,DHBA:11569,medial division of sublenticular extended amygdala,DHBA:10387,DHBA
SLEAc,#8FCC94,1857,DHBA:11570,central division of sublenticular extended amygdala,DHBA:10387,DHBA
IPAC,#B8DDBB,1858,DHBA:10388,interstitial nucleus of posterior limb of anterior commissure,DHBA:10383,DHBA
BN,#E2EACA,1859,DHBA:10332,basal nuclei (basal ganglia),DHBA:10331,DHBA
STR,#C1CEA7,1860,DHBA:10333,striatum,DHBA:10332,DHBA
Ca,#99A677,1861,DHBA:10334,caudate nucleus,DHBA:10333,DHBA
CaH,#91A06E,1862,DHBA:10335,head of caudate,DHBA:10334,DHBA
CaHrp,#99A677,1863,DHBA:11534,rostral pole of caudate head,DHBA:10335,DHBA
CaHdl,#99A677,1864,DHBA:11535,dorsolateral part of caudate head,DHBA:10335,DHBA
CaHvm,#99A677,1865,DHBA:11536,ventromedial part of caudate head,DHBA:10335,DHBA
CaB,#99A677,1866,DHBA:10336,body of caudate,DHBA:10334,DHBA
CaT,#91A06E,1867,DHBA:10337,tail of caudate,DHBA:10334,DHBA
Eca,#99A677,1868,DHBA:146034742,peri-caudate ependymal and subependymal zone,DHBA:10334,DHBA
CaPu,#99A677,1869,DHBA:146034746,caudate-putamen cell bridges,DHBA:10333,DHBA
Pu,#A8B485,1870,DHBA:10338,putamen,DHBA:10333,DHBA
PuR,#A8B485,1871,DHBA:11537,rostral putamen,DHBA:10338,DHBA
PuRv,#A8B485,1872,DHBA:146034750,ventral part of rostral putamen,DHBA:11537,DHBA
PuC,#A8B485,1873,DHBA:11538,caudal putamen,DHBA:10338,DHBA
Pld,#A8B485,1874,DHBA:11539,laterodorsal part of putamen,DHBA:11538,DHBA
Pint,#A8B485,1875,DHBA:11540,intermediate part of putamen,DHBA:11538,DHBA
Pmv,#A8B485,1876,DHBA:11541,medioventral part of putamen,DHBA:11538,DHBA
PuPV,#A8B485,1877,DHBA:146034754,posteroventral putamen,DHBA:10338,DHBA
PuMG,#A8B485,1878,DHBA:11542,marginal subdivision (cell groups) of putamen,DHBA:10338,DHBA
NAC,#91A06E,1879,DHBA:10339,nucleus accumbens,DHBA:10333,DHBA
NACc,#91A06E,1880,DHBA:10340,core of nucleus accumbens,DHBA:10339,DHBA
NACcl,#91A06E,1881,DHBA:11543,lateral portion of the core,DHBA:10340,DHBA
NACcm,#91A06E,1882,DHBA:11544,medial portion of the core,DHBA:10340,DHBA
NACs,#899662,1883,DHBA:10341,shell of nucleus accumbens,DHBA:10339,DHBA
NACsl,#899662,1884,DHBA:11545,lateral portion of the shell,DHBA:10341,DHBA
NACsi,#899662,1885,DHBA:11546,intermediate portion of the shell,DHBA:10341,DHBA
NACsm,#899662,1886,DHBA:11547,medial portion of the shell,DHBA:10341,DHBA
GP,#D7E0BF,1887,DHBA:10342,globus pallidus,DHBA:10332,DHBA
GPe,#D7E0BF,1888,DHBA:10343,external segment of globus pallidus,DHBA:10342,DHBA
GPi,#D0D9B2,1889,DHBA:10344,internal segment of globus pallidus,DHBA:10342,DHBA
GPic,#D0D9B2,1890,DHBA:11548,central portion of GPi,DHBA:10344,DHBA
GPip,#D0D9B2,1891,DHBA:11549,peripheral portion of GPi,DHBA:10344,DHBA
EnPN,#A8B485,1892,DHBA:146034758,entopeduncular nucleus,DHBA:10342,DHBA
VeP,#C1CEA7,1893,DHBA:10345,Ventral pallidus,DHBA:10342,DHBA
Cla,#AADBCE,1894,DHBA:10346,claustrum,DHBA:10331,DHBA
CLd,#84CDBC,1895,DHBA:10347,Dorsal claustrum,DHBA:10346,DHBA
CLv,#75C8B3,1896,DHBA:10348,ventral claustrum,DHBA:10346,DHBA
CLt,#66C4AF,1897,DHBA:146034762,temporal claustrum,DHBA:10346,DHBA
BF,#DDDDAF,1898,DHBA:10349,basal forebrain,DHBA:10331,DHBA
SEP,#CACA92,1899,DHBA:10350,septal nuclei,DHBA:10349,DHBA
MSN,#C3C286,1900,DHBA:10351,medial septal nucleus,DHBA:10350,DHBA
LSN,#BCBA80,1901,DHBA:10352,lateral septal nucleus,DHBA:10350,DHBA
LSNd,#B3B374,1902,DHBA:11550,dorsal division of lateral septal nucleus,DHBA:10352,DHBA
LSNi,#BCBA80,1903,DHBA:11551,intermediate division of lateral septal nucleus,DHBA:10352,DHBA
LSNv,#B3B374,1904,DHBA:11552,ventral division of lateral septal nucleus,DHBA:10352,DHBA
CSN,#A9A868,1905,DHBA:266441485,caudal septal nucleus,DHBA:10350,DHBA
SFi,#CACA92,1906,DHBA:13032,septofimbrial nucleus,DHBA:266441485,DHBA
TSN,#A9A868,1907,DHBA:266441491,triangular septal nucleus,DHBA:266441485,DHBA
SHi,#C3C286,1908,DHBA:13029,septohipocampal nucleus,DHBA:10350,DHBA
Ld,#BCBA80,1909,DHBA:13030,lambdoid septal zone,DHBA:10350,DHBA
PLd,#B3B374,1910,DHBA:13031,paralambdoid septal nucleus,DHBA:10350,DHBA
SHy,#B3B374,1911,DHBA:13033,septohypothalamic nucleus,DHBA:10350,DHBA
BNM,#8F8E42,1912,DHBA:10353,basal nucleus of Meynert,DHBA:10349,DHBA
BNMl,#8F8E42,1913,DHBA:11553,lateral cell groups of basal nucleus,DHBA:10353,DHBA
BNMm,#8F8E42,1914,DHBA:11554,medial cell groups of basal nucleus,DHBA:10353,DHBA
NDB,#B3B374,1915,DHBA:10354,nucleus of diagonal band,DHBA:10349,DHBA
NDBv,#A8A767,1916,DHBA:10355,vertical subdivision of nucleus of diagonal band,DHBA:10354,DHBA
NDBh,#9E9E5D,1917,DHBA:10356,horizontal subdivision of nucleus of diagonal band,DHBA:10354,DHBA
NSP,#BCBA80,1918,DHBA:10357,nucleus subputaminalis,DHBA:10349,DHBA
IsCj,#858536,1919,DHBA:10358,islands of Calleja,DHBA:10349,DHBA
IsCjm,#858536,1920,DHBA:10359,major island of Calleja,DHBA:10358,DHBA
IsCjs,#858536,1921,DHBA:10360,scattered islands of Calleja,DHBA:10358,DHBA
SI,#CACA92,1922,DHBA:13034,substantia innominata,DHBA:10349,DHBA
SI-pc,#C4C288,1923,DHBA:266441495,lightly-stained parvocellular islands of SI,DHBA:13034,DHBA
SI-nc,#989750,1924,DHBA:266441499,darkly-stained nanocellular islands of SI,DHBA:13034,DHBA
Die,#E4CCE3,1925,DHBA:10389,diencephalon,DHBA:10157,DHBA
THM,#E4CCE3,1926,DHBA:10390,thalamus,DHBA:10389,DHBA
DTH,#CC9FC9,1927,DHBA:10391,dorsal thalamus,DHBA:10390,DHBA
ANC,#BF89BC,1928,DHBA:10392,anterior nuclear complex of thalamus,DHBA:10391,DHBA
AD,#B67BB4,1929,DHBA:10393,anterodorsal nucleus of thalamus,DHBA:10392,DHBA
AM,#B67BB4,1930,DHBA:10394,anteromedial nucleus of thalamus,DHBA:10392,DHBA
AV,#B067A9,1931,DHBA:10395,anteroventral nucleus of thalamus,DHBA:10392,DHBA
LD,#B67BB4,1932,DHBA:10396,lateral dorsal nucleus of thalamus,DHBA:10392,DHBA
MNC,#B67BB4,1933,DHBA:10397,medial nuclear complex of thalamus,DHBA:10391,DHBA
MD,#B067A9,1934,DHBA:10398,mediodorsal nucleus of thalamus,DHBA:10397,DHBA
MDd,#B067A9,1935,DHBA:10399,densocelllular (paralamellar) division of MD,DHBA:10398,DHBA
MDm,#A554A0,1936,DHBA:10400,magnocellular (medial) division of MD,DHBA:10398,DHBA
MDmc,#9F4D95,1937,DHBA:266441503,central part of medial division of MD,DHBA:10400,DHBA
MDam,#A554A0,1938,DHBA:266441507,anteromedial large-celled island of MD ,DHBA:10398,DHBA
MDl,#B067A9,1939,DHBA:10401,multiform (lateral) division of MD,DHBA:10398,DHBA
MDc,#B067A9,1940,DHBA:10402,parvocellular (central) division of MD,DHBA:10398,DHBA
Re,#95498A,1941,DHBA:10403,reuniens nucleus (medioventral nucleus) of thalamus,DHBA:10397,DHBA
Pt,#B67BB4,1942,DHBA:10404,parataenial nucleus of thalamus,DHBA:10397,DHBA
LNC,#B67BB4,1943,DHBA:10406,lateral nuclear complex of thalamus,DHBA:10391,DHBA
DLN,#B67BB4,1944,DHBA:10407,dorsal group of lateral nucleus,DHBA:10406,DHBA
LP,#B067A9,1945,DHBA:10408,lateral posterior nucleus of thalamus,DHBA:10407,DHBA
Pul,#B067A9,1946,DHBA:10409,pulvinar of thalamus,DHBA:10407,DHBA
Pulr,#B067A9,1947,DHBA:10410,anterior nucleus of pulvinar,DHBA:10409,DHBA
Pulm,#B067A9,1948,DHBA:10411,medial nucleus of pulvinar,DHBA:10409,DHBA
Pull,#B067A9,1949,DHBA:10412,lateral nucleus of pulvinar,DHBA:10409,DHBA
Puli,#B067A9,1950,DHBA:10413,inferior nucleus of pulvinar,DHBA:10409,DHBA
Pulil,#B067A9,1951,DHBA:10414,lateral subdivision of Puli,DHBA:10413,DHBA
Pulim,#B067A9,1952,DHBA:10415,medial subdivision of Puli,DHBA:10413,DHBA
VLN,#A554A0,1953,DHBA:10416,ventral group of lateral nucleus,DHBA:10406,DHBA
VA,#A554A0,1954,DHBA:10417,ventral anterior nucleus of thalamus,DHBA:10416,DHBA
VApr,#A554A0,1955,DHBA:10418,parvocellular division of VA,DHBA:10417,DHBA
VAmc,#9E4C94,1956,DHBA:10419,magnocellular division of VA,DHBA:10417,DHBA
VL,#B067A9,1957,DHBA:10420,ventral lateral nucleus of thalamus,DHBA:10416,DHBA
VLR,#B067A9,1958,DHBA:10421,rostral division of VL,DHBA:10420,DHBA
VLC,#B067A9,1959,DHBA:10422,caudal division of VL,DHBA:10420,DHBA
VLCd,#B067A9,1960,DHBA:13037,dorsal subdivision of VLC,DHBA:10422,DHBA
VLCv,#B67BB4,1961,DHBA:13038,ventral subdivision of VLC,DHBA:10422,DHBA
VLCx,#BF89BC,1962,DHBA:13039,medial subdivision of VLC (area x),DHBA:10422,DHBA
VPT,#9E4C94,1963,DHBA:10423,ventral posterior nucleus of thalamus,DHBA:10416,DHBA
VPL,#9E4C94,1964,DHBA:10424,ventral posterior lateral nucleus,DHBA:10423,DHBA
VPLr,#9E4C94,1965,DHBA:266441511,rostral division of ventral posterior lateral nucleus,DHBA:10424,DHBA
VPLc,#9E4C94,1966,DHBA:266441515,caudal division of ventral posterior lateral nucleus,DHBA:10424,DHBA
VPM,#9E4C94,1967,DHBA:10425,ventral posterior medial nucleus,DHBA:10423,DHBA
VPMpc,#8C4685,1968,DHBA:146034766,parvocellular division of VPM,DHBA:10425,DHBA
VPI,#9E4C94,1969,DHBA:10426,ventral posterior inferior nucleus,DHBA:10423,DHBA
VMb,#9E4C94,1970,DHBA:13040,basal ventral medial nucleus,DHBA:10423,DHBA
VM,#9E4C94,1971,DHBA:10427,ventral medial nucleus of thalamus,DHBA:10416,DHBA
PoN,#BF89BC,1972,DHBA:10428,posterior nuclear complex of thalamus,DHBA:10391,DHBA
LG,#8C4685,1973,DHBA:10429,lateral geniculate nucleus,DHBA:10428,DHBA
DLG,#8C4685,1974,DHBA:10430,dorsal lateral geniculate nucleus,DHBA:10429,DHBA
DLGmc,#773671,1975,DHBA:10431,magnocellular layer of DLG,DHBA:10430,DHBA
DLG1,#773671,1976,DHBA:11571,layer 1 of DLG,DHBA:10431,DHBA
DLG2,#773671,1977,DHBA:11572,layer 2 of DLG,DHBA:10431,DHBA
DLGpc,#8C4685,1978,DHBA:10432,parvicellular layer of DLG,DHBA:10430,DHBA
DLG3,#8C4685,1979,DHBA:11573,layer 3 of DLG,DHBA:10432,DHBA
DLG4,#8C4685,1980,DHBA:11574,layer 4 of DLG,DHBA:10432,DHBA
DLG5,#8C4685,1981,DHBA:11575,layer 5 of DLG,DHBA:10432,DHBA
DLG6,#8C4685,1982,DHBA:11576,layer 6 of DLG,DHBA:10432,DHBA
DLGs,#D4B3D4,1983,DHBA:13041,S layer of DLG,DHBA:10430,DHBA
DLGk,#E4CDE4,1984,DHBA:266441519,koniocellular layer of DLG,DHBA:10430,DHBA
PG,#A554A0,1985,DHBA:13042,pregeniculate nucleus,DHBA:10429,DHBA
MG,#B67BB4,1986,DHBA:10434,medial geniculate nuclei,DHBA:10428,DHBA
DMG,#B67BB4,1987,DHBA:10435,dorsal medial geniculate nucleus,DHBA:10434,DHBA
DMGad,#B67BB4,1988,DHBA:10436,anterodorsal subdivision of DMG,DHBA:10435,DHBA
DMGpd,#B67BB4,1989,DHBA:10437,posterodorsal subdivision of DMG,DHBA:10435,DHBA
VMG,#BF89BC,1990,DHBA:10438,ventral medial geniculate nucleus,DHBA:10434,DHBA
MMG,#B067A9,1991,DHBA:10439,magnocellular (medial) nucleus,DHBA:10434,DHBA
LiMG,#B067A9,1992,DHBA:266441523,limitans part of medial geniculate nucleus,DHBA:10434,DHBA
Po,#B67BB4,1993,DHBA:10440,posterior nucleus of thalamus,DHBA:10428,DHBA
LSG,#95498A,1994,DHBA:10441,limitans/suprageniculate nucleus,DHBA:10428,DHBA
Lim,#95498A,1995,DHBA:13043,limitans nucleus,DHBA:10441,DHBA
SGN,#95498A,1996,DHBA:13044,suprageniculate nucleus of thalamus,DHBA:10441,DHBA
ILN,#BF89BC,1997,DHBA:10442,intralaminar nuclear complex,DHBA:10391,DHBA
AILN,#B67BB4,1998,DHBA:10443,anterior group of intralaminar nuclei,DHBA:10442,DHBA
CL,#B67BB4,1999,DHBA:10444,central lateral nucleus of the thalamus,DHBA:10443,DHBA
CLm,#B67BB4,2000,DHBA:266441527,medial division of central lateral nucleus ,DHBA:10444,DHBA
CLl,#B67BB4,2001,DHBA:266441531,lateral division of central lateral nucleus,DHBA:10444,DHBA
CLs,#B67BB4,2002,DHBA:266441535,dorsal division of central lateral nucleus,DHBA:10444,DHBA
CLc,#B67BB4,2003,DHBA:266441539,caudal division of central lateral nucleus,DHBA:10444,DHBA
CeM,#B67BB4,2004,DHBA:10445,central medial nucleus of thalamus,DHBA:10443,DHBA
PC,#B67BB4,2005,DHBA:10446,paracentral nucleus of thalamus,DHBA:10443,DHBA
CD,#B67BB4,2006,DHBA:13331,central dorsal nucleus of thalamus,DHBA:10443,DHBA
PILN,#B67BB4,2007,DHBA:10448,posterior group of intralaminar nuclei,DHBA:10442,DHBA
CM,#B67BB4,2008,DHBA:10449,centromedian nucleus of thalamus,DHBA:10448,DHBA
CMl,#B67BB4,2009,DHBA:13050,lateral division of centromedian nucleus of thalamus,DHBA:10449,DHBA
CMm,#BF89BC,2010,DHBA:13051,medial division of centromedian nucleus of thalamus,DHBA:10449,DHBA
Pf,#B067A9,2011,DHBA:10450,parafascicular nucleus of thalamus,DHBA:10448,DHBA
Pfl,#B067A9,2012,DHBA:13052,lateral division of parafascicular nucleus of thalamus,DHBA:10450,DHBA
Pfm,#B67BB4,2013,DHBA:13053,medial division of parafascicular nucleus of thalamus,DHBA:10450,DHBA
SPf,#BF89BC,2014,DHBA:13054,subparafascicular nucleus of thalamus,DHBA:10448,DHBA
RPf,#B067A9,2015,DHBA:15534,retroparafascicular area of thalamus,DHBA:10448,DHBA
Fa,#B67BB4,2016,DHBA:13047,fasciculosus nucleus of thalamus,DHBA:10442,DHBA
MiN,#A554A0,2017,DHBA:13045,midline nuclear complex,DHBA:10391,DHBA
Rh,#B67BB4,2018,DHBA:10447,rhomboid (central) nucleus of thalamus,DHBA:13045,DHBA
PeVA,#B067A9,2019,DHBA:13046,periventricular area of thalamus,DHBA:13045,DHBA
IAM,#B067A9,2020,DHBA:13048,interanteromedial nucleus of thalamus,DHBA:13045,DHBA
IMD,#B067A9,2021,DHBA:13049,intermediodorsal  nucleus of thalamus,DHBA:13045,DHBA
ETH,#CC9FC9,2022,DHBA:10451,epithalamus,DHBA:10390,DHBA
HN,#B67BB4,2023,DHBA:10452,habenular nuclei,DHBA:10451,DHBA
LHN,#B67BB4,2024,DHBA:10453,lateral habenular nucleus,DHBA:10452,DHBA
LHNmc,#B067A9,2025,DHBA:10454,magnocellular division of lateral habenular nucleus,DHBA:10453,DHBA
LHNpc,#B67BB4,2026,DHBA:10455,parvicellular division of lateral habenular nucleus,DHBA:10453,DHBA
MHN,#9E4C94,2027,DHBA:10456,medial habenular nucleus,DHBA:10452,DHBA
PaV,#B067A9,2028,DHBA:10457,paraventricular nucleus,DHBA:10451,DHBA
PaVr,#B067A9,2029,DHBA:10458,rostral subdivision of paraventricular nucleus,DHBA:10457,DHBA
PaVc,#B067A9,2030,DHBA:10459,caudal subdivision of paraventricular nucleus,DHBA:10457,DHBA
Pin,#773671,2031,DHBA:10460,pineal body,DHBA:10451,DHBA
VTH,#BF89BC,2032,DHBA:10461,ventral thalamus,DHBA:10390,DHBA
FF,#B67BB4,2033,DHBA:10462,nucleus of the field of Forel,DHBA:10461,DHBA
ZI,#B067A9,2034,DHBA:10463,zona incerta,DHBA:10461,DHBA
ZId,#B067A9,2035,DHBA:13055,"zona incerta, dorsal division",DHBA:10463,DHBA
ZIv,#A554A0,2036,DHBA:13056,"zona incerta, ventral division",DHBA:10463,DHBA
EnP,#B67BB4,2037,DHBA:13057,endopeduncular nucleus,DHBA:10461,DHBA
PSTh,#BF89BC,2038,DHBA:13058,parasubthalamic nucleus,DHBA:10461,DHBA
R,#A554A0,2039,DHBA:10464,reticular nucleus of thalamus,DHBA:10390,DHBA
